Contract ID,Contractor,Contract Type
23EF0006,L. B. LEONCIO TRADING AND CONSTRUCTION CORPORATION,solo
23EA0049,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,solo
22EA0086,SARGASSO CONSTRUCTION & DEVELOPMENT CORP.,solo
22EH0149,"SIM CONSTRUCTION, TRADING AND SERVICES",solo
23EB0021,YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,solo
23EH0058,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,solo
22EI0116,ALBERTO UY CONSTRUCTION & DEVELOPMENT,solo
23EH0021,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,solo
23EH0017,R.G. FLORENTINO CONST. & TRADING INC.,solo
23EH0016,R.G. FLORENTINO CONST. & TRADING INC.,solo
23ED0022,CMSEL CONSTRUCTION & DEVELOPER,solo
23EE0030,MAC BUILDERS CIVIL ENGINEERING CONSTRUCTION,solo
23EA0021,APRIL ROSE ENT. & BUILDERS,solo
23EB0070,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,solo
23EA0062,G.T.J. CONSTRUCTION,solo
22EA0039,YURUSA CONSTRUCTION & DEVELOPMENT CORP.,solo
22EA0140,"SUNWEST, INC.",solo
22E00145,ASHLEYKA CONSTRUCTION AND SUPPLIES,solo
22E00145,ASHLEYKA CONSTRUCTION AND SUPPLIES,solo
22EF0035,M.C. ESCALA CONSTRUCTION AND SUPPLY,solo
23EH0082,EMQ DESIGN & CONSTRUCTION,solo
23EF0018,"CUTTING EDGE BUILDERS AND TRADING, INC.",solo
22EI0108,IGWT-JAV CONSTRUCTION & DEVELOPMENT CORPORATION,multiple
22EI0108,EGB CONSTRUCTION CORPORATION,multiple
23ED0029,ETVR TRADING & CONSTRUCTION,solo
23EB0030,F.A. TORRES CONSTRUCTION,multiple
23EB0030,MIGHTY DRAGON BUILDERS INC.,multiple
23EB0031,F.A. TORRES CONSTRUCTION,multiple
23EB0031,MIGHTY DRAGON BUILDERS INC.,multiple
22EG0066,HARDROCKPLATINUM DEVELOPMENT CORPORATION,multiple
22EG0066,C.T. LEONCIO CONSTRUCTION & TRADING,multiple
23EB0038,JELSIE CONSTRUCTION & SUPPLY,solo
23EB0026,F.A. TORRES CONSTRUCTION,solo
22EB0031,ST. TIMOTHY CONSTRUCTION CORPORATION,solo
22E00146,LEGACY CONSTRUCTION CORPORATION,solo
23ED0096,HEAZ CONSTRUCTION,solo
22EF0068,IVY MICHELLE CONSTRUCTION AND TRADING INC.,multiple
22EF0068,C.T. LEONCIO CONSTRUCTION & TRADING,multiple
22E00071,ANORE CONSTRUCTION,solo
22E00071,ANORE CONSTRUCTION,solo
22E00071,ANORE CONSTRUCTION,solo
22E00071,ANORE CONSTRUCTION,solo
22E00071,ANORE CONSTRUCTION,solo
23EE0063,AFG CONSTRUCTION CORPORATION,solo
23ED0021,JCL86 BUILDERS INC.,solo
22EH0015,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,solo
23ED0066,E.S.L. BUILDERS & PARTS SUPPLY,solo
23EB0044,ANORE CONSTRUCTION,solo
23EA0048,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,solo
23EA0050,ELITE GENERAL CONTRACTOR AND DEVELOPMENT CORP.,solo
21EE0101,LOUIESE TRADING AND CONSTRUCTION,solo
23EA0014,G.T.J. CONSTRUCTION,solo
23EI0036,D.M. ALMERO ENTERPRISES,solo
22ED0081,ANORE CONSTRUCTION,solo
22EH0153,"SUNWEST, INC.",solo
23EB0027,R N V CONSTRUCTION,solo
23EA0072,DD ROSAL CONSTRUCTION,solo
21ED0164,"A.L. SALAZAR CONSTRUCTION, INC.",multiple
21ED0164,ROTAFLEX CONSTRUCTION AND DEVELOPMENT CORP.,multiple
22E00150,LEGACY CONSTRUCTION CORPORATION,solo
22EB0037,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,solo
22EF0009,R NARRAZID TRADING AND CONSTRUCTION,multiple
22EF0009,RDF TRADING AND CONSTRUCTION,multiple
22EA0187,G.T.J. CONSTRUCTION,solo
21EB0120,"NEW MINDORENOS LUMBER, HARDWARE AND GEN MERCHANDISE",solo
23EF0012,F A M E CONSTRUCTION TRADING,solo
22EF0025,L&M RODRIGUEZ CONSTRUCTION AND TRADING INC.,solo
23EI0053,D.M. MALIWANAG BUILDERS AND ENTERPRISES,solo
22EI0087,LUMEL GLENN CONSTRUCTION,solo
22EH0064,ULTIMATE BUILDER'S & CONST. SUPPLY,solo
23EA0013,KURDZ CONSTRUCTION,solo
22EH0148,"SIM CONSTRUCTION, TRADING AND SERVICES",solo
22EH0147,"SIM CONSTRUCTION, TRADING AND SERVICES",solo
23EG0016,PALBIC CONSTRUCTION AND SUPPLY,solo
22E00061,D.M. MALIWANAG BUILDERS AND ENTERPRISES,multiple
22E00061,"MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",multiple
22EA0071,"MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",solo
22E00012,PRIME PACIFIC MARINE & INDUSTRIAL SERVICES CORP.,solo
23EB0045,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,solo
22EH0019,E.R. DELA CRUZ CONSTRUCTION & SUPPLY,solo
22EF0069,AFG CONSTRUCTION CORPORATION,solo
23EA0040,JEDIDIAH CONSTRUCTION,solo
22EB0055,R.S. TAGALA CONSTRUCTION AND EQUIPMENT RENTALS,solo
23EA0007,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,solo
23ED0081,MARTINEZ ENTERPRISES,solo
22EF0067,L. B. LEONCIO TRADING AND CONSTRUCTION CORPORATION,solo
22EF0037,M.C. ESCALA CONSTRUCTION AND SUPPLY,solo
22EA0240,KURDZ CONSTRUCTION,solo
22E00011,NEWBIG FOUR J CONSTRUCTION INC.,solo
22EI0022,LUMEL GLENN CONSTRUCTION,solo
22EH0032,LEGACY CONSTRUCTION CORPORATION,solo
22EB0030,KGB ENGINEERING AND CONSTRUCTION,multiple
22EB0030,N. SALES CONSTRUCTION,multiple
22ED0012,ETVR TRADING & CONSTRUCTION,solo
18EB0118,FFJJ CONSTRUCTION,solo
22EA0235,SARGASSO CONSTRUCTION & DEVELOPMENT CORP.,solo
22EA0239,G.T.J. CONSTRUCTION,solo
22EI0013,L.N. SALVADOR CONSTRUCTION CORP.,solo
22EB0096,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
22EB0097,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
22EI0112,D.M. MALIWANAG BUILDERS AND ENTERPRISES,solo
22EI0018,LUMEL GLENN CONSTRUCTION,solo
22E00065,SAN SEBASTIAN CONSTRUCTION,solo
22ED0142,FRAMECON BUILDERS,solo
22EB0100,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
18EB0114,FFJJ CONSTRUCTION,solo
22EI0088,ALBERTO UY CONSTRUCTION & DEVELOPMENT,solo
22EA0243,JEDIDIAH CONSTRUCTION,solo
22EF0026,L. B. LEONCIO TRADING AND CONSTRUCTION CORPORATION,solo
22EI0012,TWENTY SIXTEEN CONSTRUCTION AND GENERAL MERCHANDISE,multiple
22EI0012,LUMEL GLENN CONSTRUCTION,multiple
22EI0023,SIXTEEN ENTERPRISES-CALAPAN BRANCH,solo
18EB0112,FFJJ CONSTRUCTION,solo
20EB0054,HGG BUILDERS & SUPPLY,solo
21E00016,PTK GROUP INC.,multiple
21E00016,ST. TIMOTHY CONSTRUCTION CORPORATION,multiple
22EI0032,E E CONSTRUCTION,multiple
22EI0032,SIXTEEN ENTERPRISES-CALAPAN BRANCH,multiple
22E00136,LEGACY CONSTRUCTION CORPORATION,solo
21E00076,LEGACY CONSTRUCTION CORPORATION,solo
21E00076,LEGACY CONSTRUCTION CORPORATION,solo
22EA0056,R.T.Y. CONSTRUCTION,solo
21E00079,LEGACY CONSTRUCTION CORPORATION,multiple
21E00079,FFJJ CONSTRUCTION,multiple
21E00079,LEGACY CONSTRUCTION CORPORATION,multiple
21E00079,FFJJ CONSTRUCTION,multiple
22EF0083,ALMRIN BUILDERS CORPORATION,solo
22EI0096,EGB CONSTRUCTION CORPORATION,solo
21ED0153,ROCKSTEEL CONSTRUCTION AND DEV'T CORPORATION,multiple
21ED0153,ORANI CONSTRUCTION AND SUPPLY CORPORATION,multiple
22EI0017,LUMEL GLENN CONSTRUCTION,solo
22E00144,ASHLEYKA CONSTRUCTION AND SUPPLIES,solo
22EI0005,ALBERTO UY CONSTRUCTION & DEVELOPMENT,solo
22EH0113,ATHENA CONSTRUCTION AND DEVELOPMENT,solo
21ED0082,ORANI CONSTRUCTION AND SUPPLY CORPORATION,solo
22EH0004,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,solo
22EG0040,F.F. GALANG CONSTRUCTION,solo
22ED0011,ALBERTO UY CONSTRUCTION & DEVELOPMENT,solo
21E00075,LEGACY CONSTRUCTION CORPORATION,solo
22EI0075,"ORIENT STAR CONSTRUCTION, INC.",solo
22EH0035,R N V CONSTRUCTION,solo
22EI0031,KING'S BUILDERS & DEVELOPMENT CORPORATION,solo
22EF0064,ONE HUNDRED PERCENT CONSTRUCTION AND DEVELOPMENT CORPORATION,solo
22EA0186,TRIPLE JOHNES Q. CONSTRUCTION,solo
22EH0016,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,multiple
22EH0016,SCATR CONSTRUCTION,multiple
22E00057,LEGACY CONSTRUCTION CORPORATION,solo
21EB0087,JRMX CONSTRUCTION & GENERAL MERCHANDISE,solo
22EA0055,R.T.Y. CONSTRUCTION,solo
18EB0117,FFJJ CONSTRUCTION,solo
20EB0049,HGG BUILDERS & SUPPLY,solo
21EI0151,D.M. MALIWANAG BUILDERS AND ENTERPRISES,solo
22EB0027,F.A. TORRES CONSTRUCTION,solo
22EA0150,JEFF ENTERPRISES,solo
22E00013,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22EB0038,SIXTEEN ENTERPRISES-CALAPAN BRANCH,solo
22EA0151,"ANNCORP BUILDERS, INC.",solo
22EA0185,G.T.J. CONSTRUCTION,solo
22EA0238,ZUIDEN BUILDERS INC.,solo
22EH0033,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,multiple
22EH0033,SCATR CONSTRUCTION,multiple
22EH0042,"SUNWEST, INC.",solo
21EI0150,NORTHERN BUILDERS,solo
22ED0115,LUMEL GLENN CONSTRUCTION,solo
21EB0139,"ORIENT STAR CONSTRUCTION, INC.",solo
21EB0086,JRMX CONSTRUCTION & GENERAL MERCHANDISE,solo
22EH0052,MT. GUITING-GUITING CONSTRUCTION,solo
21EI0127,KING'S BUILDERS & DEVELOPMENT CORPORATION,solo
22EA0013,TRIPLE JOHNES Q. CONSTRUCTION,solo
21EI0128,D.M. MALIWANAG BUILDERS AND ENTERPRISES,solo
22ED0121,MARC JILL CONSTRUCTION,solo
22EA0188,JEDIDIAH CONSTRUCTION,solo
22EH0063,EMQ DESIGN & CONSTRUCTION,solo
22EB0054,R.S. TAGALA CONSTRUCTION AND EQUIPMENT RENTALS,solo
22EB0032,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,solo
22EH0047,ULTIMATE BUILDER'S & CONST. SUPPLY,solo
22EH0061,EMQ DESIGN & CONSTRUCTION,solo
22EH0022,R.G. FLORENTINO CONST. & TRADING INC.,solo
22EB0053,E.R. DELA CRUZ CONSTRUCTION & SUPPLY,solo
22EA0237,JEDIDIAH CONSTRUCTION,solo
22EA0149,RPE CONSTRUCTION,solo
21EH0080,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,solo
21ED0083,SIXTEEN ENTERPRISES-CALAPAN BRANCH,solo
21EI0172,ANDREM CONSTRUCTION SERVICE,solo
22EH0006,"SUNWEST, INC.",solo
22EH0018,"SUNWEST, INC.",solo
22EH0005,ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION,solo
21EI0149,ANSAVILLA CONSTRUCTION AND DEVELOPMENT CORPORATION,solo
21EA0085,"SUNWEST, INC.",solo
22EH0036,ATHENA CONSTRUCTION AND DEVELOPMENT,solo
22EA0101,K CONSTRUCTION & DEVELOPERS CORPORATION,solo
22EA0023,RPE CONSTRUCTION,solo
22EI0048,J.A. BUILDERS AND SUPPLY,solo
22EI0042,D.M. MALIWANAG BUILDERS AND ENTERPRISES,solo
22EA0241,JBERNARDO CONSTRUCTION AND SUPPLY,solo
22EA0236,T.N.G. CONSTRUCTION CORPORATION,solo
22E00007,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP.,solo
21ED0199,ROTAFLEX CONSTRUCTION AND DEVELOPMENT CORP.,solo
22EH0056,MT. GUITING-GUITING CONSTRUCTION,solo
22EB0087,JUAN ANTONIO CONSTRUCTION,solo
22EI0076,AIDFELART CONST. CORP.,solo
21EI0157,GREEN ISLAND ENTERPRISES,solo
21EH0053,"SUNWEST, INC.",solo
22EH0017,"SUNWEST, INC.",solo
21EF0094,SYNDTITE CONSTRUCTION CORPORATION,solo
22EE0036,A.P. CONSEBIDO CONSTRUCTION AND TRADING,solo
21E00050,TCSC CORP.,multiple
21E00050,EFREN RAMIREZ CONSTRUCTION AND GENERAL SERVICES CORPORATION,multiple
22EI0041,E E CONSTRUCTION,solo
22EB0086,DAYBREAK ENTERPRISES - ENGINEERING & CONSTRUCTION,solo
22EA0022,T.N.G. CONSTRUCTION CORPORATION,solo
21EH0093,"SUNWEST, INC.",solo
22EA0020,SAMARAH CONSTRUCTION AND SUPPLY,solo
22EG0020,F.F. GALANG CONSTRUCTION,solo
24FO0100,RAMARPLUS INCORPORATED,solo
24FG0098,"SUNWEST, INC.",solo
24FM0038,A3 CONSTRUCTION & SUPPLY,multiple
24FM0038,EJ CANTORIA CONSTRUCTION & SUPPLY,multiple
24FI0063,NEXT GENERATION CONSTRUCTION AND SUPPLY CORPORATION,multiple
24FI0063,3R3M CONSTRUCTION AND SUPPLY CORPORATION,multiple
24FA0017,"SANRHO BUILDERS, INC.",solo
24F00295,3DIAMONDS CONSTRUCTION CORPORATION,solo
24FG0017,ALRO CONSTRUCTION & DEVELOPMENT CORP.,solo
24FO0058,RICHMAR CONSTRUCTION,solo
24FA0030,CAJUGOTAN BUILDERS AND DEVELOPMENT CORP.,multiple
24FA0030,JORMAND CONSTRUCTION & SUPPLY,multiple
24FA0030,CAJUGOTAN BUILDERS AND DEVELOPMENT CORP.,multiple
24FA0030,JORMAND CONSTRUCTION & SUPPLY,multiple
24FA0030,CAJUGOTAN BUILDERS AND DEVELOPMENT CORP.,multiple
24FA0030,JORMAND CONSTRUCTION & SUPPLY,multiple
24FA0030,CAJUGOTAN BUILDERS AND DEVELOPMENT CORP.,multiple
24FA0030,JORMAND CONSTRUCTION & SUPPLY,multiple
24FO0082,RICHMAR CONSTRUCTION,solo
24FO0056,SISBRO CONSTRUCTION CORPORATION,solo
24F00264,TR CONSTRUCTION CORPORATION,solo
24FG0099,"SUNWEST, INC.",solo
24FI0061,HKP CONSTRUCTION AND SUPPLY,multiple
24FI0061,A3 CONSTRUCTION & SUPPLY,multiple
24FN0013,"SUNWEST, INC.",solo
24FD0041,JUSTBILT BUILDERS,solo
24FN0007,SISBRO CONSTRUCTION CORPORATION,solo
24FG0065,SPRING STAR CONSTRUCTION AND SUPPLY,solo
24FK0047,AREMAR CONSTRUCTION CORPORATION,solo
24FK0047,AREMAR CONSTRUCTION CORPORATION,solo
24FK0047,AREMAR CONSTRUCTION CORPORATION,solo
24FK0047,AREMAR CONSTRUCTION CORPORATION,solo
24FK0047,AREMAR CONSTRUCTION CORPORATION,solo
24FK0047,AREMAR CONSTRUCTION CORPORATION,solo
24FN0008,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
23F00018,"SUNWEST, INC.",solo
24F00152,128 DRAGON CONSTRUCTION AND SUPPLIES,solo
24FG0051,ALRO CONSTRUCTION & DEVELOPMENT CORP.,solo
24FM0034,A3 CONSTRUCTION & SUPPLY,solo
24F00191,PARTIDO CONSTRUCTION & SUPPLY,solo
24F00187,HGG BUILDERS & SUPPLY,solo
24FM0012,NEXT GENERATION CONSTRUCTION AND SUPPLY CORPORATION,solo
24FM0035,A3 CONSTRUCTION & SUPPLY,multiple
24FM0035,SJMC CONSTRUCTION SERVICES,multiple
23F00280,ED1SON DEVELOPMENT & CONSTRUCTION INC.,multiple
23F00280,ARIK CONSTRUCTION,multiple
24FG0058,PARTIDO CONSTRUCTION & SUPPLY,solo
24FN0006,SISBRO CONSTRUCTION CORPORATION,solo
24FN0003,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
24FB0017,A3 CONSTRUCTION & SUPPLY,solo
24FB0080,MUNTOPAR BUILDERS CORP.,solo
24FB0060,A3 CONSTRUCTION & SUPPLY,solo
24FK0019,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,solo
24FG0053,SPRING STAR CONSTRUCTION AND SUPPLY,solo
24FA0018,8AR CONSTRUCTION AND DEVELOPMENT CORPORATION,solo
24F00149,BRENTMIN ROOFING ENTERPRISE,solo
24FO0039,SISBRO CONSTRUCTION CORPORATION,solo
24FE0021,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
24FB0036,"AJAN JEADA, INC.",multiple
24FB0036,ALRO CONSTRUCTION & DEVELOPMENT CORP.,multiple
24FF0072,BENJOSH CONSTRUCTION SUPPLY,solo
24FI0036,HKP CONSTRUCTION AND SUPPLY,multiple
24FI0036,A3 CONSTRUCTION & SUPPLY,multiple
24FG0045,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
24FF0041,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,solo
24FB0047,A3 CONSTRUCTION & SUPPLY,solo
24FB0144,MJMS CONSTRUCTION & DEVELOPMENT CORP.,solo
24FO0017,"WCS CONSTRUCTION, INC.",solo
24FI0030,C.L. CARANDANG ENTERPRISES,multiple
24FI0030,A3 CONSTRUCTION & SUPPLY,multiple
24FE0045,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
24FB0079,"INFRA BUILDERS AND SELLERS, PHILIPPINES",solo
24FN0004,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,multiple
24FN0004,KENZAI BUILDERS CORPORATION,multiple
24FN0028,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
24FN0002,"SUNWEST, INC.",solo
24FB0051,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,multiple
24FB0051,KNJ CONSTRUCTION AND SUPPLY,multiple
24FD0040,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
24FC0036,"JAEJR ELECTRICAL, CONSTRUCTION & SUPPLY",solo
24FJ0026,3R3M CONSTRUCTION AND SUPPLY CORPORATION,solo
24FB0011,STEVEN CONSTRUCTION & SUPPLY,solo
24FJ0025,A3 CONSTRUCTION & SUPPLY,solo
24FO0038,SISBRO CONSTRUCTION CORPORATION,multiple
24FO0038,JACKNEL CONSTRUCTION,multiple
24FA0021,8AR CONSTRUCTION AND DEVELOPMENT CORPORATION,solo
24FA0020,OMEGA CONTRACTING AND DEVELOPMENT CORP.,multiple
24FA0020,STEVEN CONSTRUCTION & SUPPLY,multiple
23FG0040,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
24FO0061,RICHMAR CONSTRUCTION,solo
24FN0031,G.C.I. CONSTRUCTION AND DEV'T. CORP.,multiple
24FN0031,MPIRE NINE CONSTRUCTION OPC,multiple
23FL0007,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
24FM0036,ALXM CONSTRUCTION & DEV'T. CORP.,solo
24FD0038,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
24FA0014,8AR CONSTRUCTION AND DEVELOPMENT CORPORATION,solo
24FF0065,BENJOSH CONSTRUCTION SUPPLY,solo
24FF0035,MEGA-ANT BUILDERS AND CONSTRUCTION SUPPLIES,solo
24F00207,888RV CONSTRUCTION AND SUPPLIES,solo
24FB0005,QJ CONSTRUCTION,solo
23FC0039,EUS CONSTRUCTION,solo
24FA0026,3RB CONSTRUCTION & SUPPLY,solo
24FN0005,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
24FB0049,NEXT GENERATION CONSTRUCTION AND SUPPLY CORPORATION,solo
24FB0039,FEDERAL AGGREGATES AND DEVELOPMENT CORP.,solo
24FA0010,JORMAND CONSTRUCTION & SUPPLY,solo
23FN0041,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
24FF0059,AA PAHATI CONSTRUCTION AND SUPPLY,solo
23FF0054,FP5 CONSTRUCTION & DEVELOPMENT CORPORATION,multiple
23FF0054,PHILWORKS CONSTRUCTION & SUPPLY,multiple
24FO0014,SISBRO CONSTRUCTION CORPORATION,solo
23F00263,EUS CONSTRUCTION,multiple
23F00263,VINHAR CONSTRUCTION & MARKETING,multiple
23FK0106,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0106,CHEEREL CONSTRUCTION & SUPPLY,multiple
24FD0003,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
24FD0006,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
24FD0039,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23FI0030,HKP CONSTRUCTION AND SUPPLY,multiple
23FI0030,"DSB CONSTRUCTION & SUPPLY, INC.",multiple
23FJ0016,GACT ENTERPRISES,solo
24FC0003,"JAEJR ELECTRICAL, CONSTRUCTION & SUPPLY",solo
24FD0037,RAPIDWORKZ CONSTRUCTION & SUPPLY,multiple
24FD0037,STEVEN CONSTRUCTION & SUPPLY,multiple
24FD0035,RAPIDWORKZ CONSTRUCTION & SUPPLY,multiple
24FD0035,STEVEN CONSTRUCTION & SUPPLY,multiple
24FD0036,RAPIDWORKZ CONSTRUCTION & SUPPLY,multiple
24FD0036,STEVEN CONSTRUCTION & SUPPLY,multiple
23FL0048,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,multiple
23FL0048,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FC0062,C.B. GARAY PHILWIDE BUILDERS,solo
23FC0061,C.B. GARAY PHILWIDE BUILDERS,solo
23FO0048,RAMARPLUS INCORPORATED,solo
23FO0048,RAMARPLUS INCORPORATED,solo
23FO0048,RAMARPLUS INCORPORATED,solo
23FO0048,RAMARPLUS INCORPORATED,solo
23F00140,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,solo
24FD0004,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23FC0049,EUS CONSTRUCTION,solo
23FL0068,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,multiple
23FL0068,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
24FL0010,GDBS BUILDERS AND ENTERPRISE,solo
24FL0010,GDBS BUILDERS AND ENTERPRISE,solo
24FL0010,GDBS BUILDERS AND ENTERPRISE,solo
24FL0010,GDBS BUILDERS AND ENTERPRISE,solo
23FA0057,"DSB CONSTRUCTION & SUPPLY, INC.",solo
24FF0013,MEGA-ANT BUILDERS AND CONSTRUCTION SUPPLIES,solo
23F00254,INFINITUM FORTUNE,solo
23FA0054,MAKAPA CORPORATION,multiple
23FA0054,8AR CONSTRUCTION AND DEVELOPMENT CORPORATION,multiple
23FI0022,HKP CONSTRUCTION AND SUPPLY,multiple
23FI0022,"DSB CONSTRUCTION & SUPPLY, INC.",multiple
23F00043,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
24FF0019,MEGA-ANT BUILDERS AND CONSTRUCTION SUPPLIES,solo
23FE0074,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23FN0056,"SUNWEST, INC.",solo
23FI0024,SPRING STAR CONSTRUCTION AND SUPPLY,solo
23FI0002,HKP CONSTRUCTION AND SUPPLY,multiple
23FI0002,"DSB CONSTRUCTION & SUPPLY, INC.",multiple
23FG0037,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
23FG0039,HGG BUILDERS & SUPPLY,solo
23F00040,"SUNWEST, INC.",solo
23F00084,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23F00042,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
23F00050,TR CONSTRUCTION CORPORATION,solo
23F00075,G.C.I. CONSTRUCTION AND DEV'T. CORP.,solo
23FN0044,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
23FE0063,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23FE0065,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23FC0045,C.B. GARAY PHILWIDE BUILDERS,solo
23FK0048,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0048,CHEEREL CONSTRUCTION & SUPPLY,multiple
23F00011,"SUNWEST, INC.",solo
23FB0110,FS CO BUILDERS AND SUPPLY,solo
23F00170,3DIAMONDS CONSTRUCTION CORPORATION,solo
23FE0101,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23F00104,BICOL GOLDROCK CONSTRUCTION CORPORATION,solo
23FC0081,EUS CONSTRUCTION,solo
23FL0022,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,solo
23FC0080,EUS CONSTRUCTION,solo
23FA0034,"DSB CONSTRUCTION & SUPPLY, INC.",solo
23FA0034,"DSB CONSTRUCTION & SUPPLY, INC.",solo
23FA0034,"DSB CONSTRUCTION & SUPPLY, INC.",solo
23FA0034,"DSB CONSTRUCTION & SUPPLY, INC.",solo
23FA0034,"DSB CONSTRUCTION & SUPPLY, INC.",solo
23FA0034,"DSB CONSTRUCTION & SUPPLY, INC.",solo
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
23FK0089,CHEEREL CONSTRUCTION & SUPPLY,multiple
23FK0089,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,multiple
